id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id2751881,1,2016/5/10 7:55,2016/5/10 8:13,2,-73.96285248,40.75842285,-73.95359039,40.78532791,N,1101
id1044932,2,2016/5/10 7:55,2016/5/10 8:06,1,-73.98586273,40.76784134,-73.99195099,40.74032974,N,663
id2695651,2,2016/5/10 7:55,2016/5/10 8:15,1,-73.95256805,40.76847839,-73.98171997,40.75808334,N,1162
id1340427,2,2016/5/10 7:56,2016/5/10 8:01,6,-73.97503662,40.75624847,-73.97575378,40.7639389,N,272
id0199828,1,2016/5/10 7:57,2016/5/10 8:03,1,-73.95457458,40.80569839,-73.95078278,40.81833267,N,355
id1378508,2,2016/5/10 7:58,2016/5/10 8:07,2,-73.98110962,40.75355148,-73.97431946,40.74768829,N,572
id0220363,2,2016/5/10 7:58,2016/5/10 8:06,1,-73.96781158,40.76565933,-73.95593262,40.772789,N,478
id1413114,1,2016/5/10 7:58,2016/5/10 8:02,1,-73.98830414,40.75418091,-73.98104858,40.75041199,N,258
id3621902,2,2016/5/10 7:58,2016/5/10 8:10,1,-74.00634003,40.70613098,-74.01439667,40.71559143,N,694
id3886065,2,2016/5/10 7:58,2016/5/10 8:10,2,-73.9633255,40.76599503,-73.94641876,40.77259445,N,728
id3092806,1,2016/5/10 7:58,2016/5/10 8:05,1,-73.94452667,40.77974701,-73.9535675,40.76704025,N,410
id3282331,2,2016/5/10 7:58,2016/5/10 8:07,1,-73.95774841,40.76541901,-73.95050812,40.76887894,N,483
id0754427,1,2016/5/10 7:59,2016/5/10 8:40,1,-73.96324921,40.76911926,-74.00752258,40.74090195,N,2490
id0325209,1,2016/5/10 7:59,2016/5/10 8:10,1,-73.9848175,40.73236465,-73.99146271,40.74916077,N,674
id0427799,2,2016/5/10 7:59,2016/5/10 8:11,1,-73.9931488,40.74248886,-73.97903442,40.76293182,N,732
id1421767,1,2016/5/10 7:59,2016/5/10 8:21,1,-73.96601105,40.78984833,-73.96598816,40.7652626,N,1280
id2657064,1,2016/5/10 7:59,2016/5/10 8:12,1,-73.969841,40.75741196,-73.99057007,40.75522232,N,754
id0288312,1,2016/5/10 7:59,2016/5/10 8:11,1,-73.99450684,40.76099396,-73.96776581,40.76135254,N,720
id1577982,2,2016/5/10 7:59,2016/5/10 8:07,1,-74.00537872,40.74105835,-73.99453735,40.74560165,N,443
id0388383,2,2016/5/10 8:00,2016/5/10 8:08,5,-73.97814941,40.77847672,-73.98117828,40.76423264,N,528
id3031497,2,2016/5/10 8:00,2016/5/10 8:15,1,-73.98361969,40.76547623,-73.96115875,40.8066597,N,928
id0768234,2,2016/5/10 8:00,2016/5/10 8:22,1,-73.99516296,40.74462891,-73.96583557,40.75437164,N,1359
id2396662,2,2016/5/10 8:00,2016/5/10 8:16,1,-73.97557068,40.75233078,-73.95729828,40.76424026,N,975
id0816255,2,2016/5/10 8:00,2016/5/10 8:25,1,-74.00637054,40.73309326,-73.96451569,40.75657654,N,1497
id2567933,1,2016/5/10 8:00,2016/5/10 8:06,2,-73.96559906,40.76836777,-73.95842743,40.77270126,N,384
id2772652,1,2016/5/10 8:01,2016/5/10 8:11,1,-73.98907471,40.73687363,-73.97489166,40.75690079,N,627
id0211340,2,2016/5/10 8:01,2016/5/10 8:38,1,-74.01654816,40.70646286,-73.94296265,40.84031677,N,2237
id0344056,1,2016/5/10 8:01,2016/5/10 8:09,1,-73.9582901,40.77288818,-73.97265625,40.75881577,N,488
id1393408,1,2016/5/10 8:01,2016/5/10 8:16,1,-73.99069977,40.75604248,-73.97454071,40.75414276,N,899
id1517924,2,2016/5/10 8:01,2016/5/10 8:10,2,-74.0069046,40.73153305,-73.99333954,40.74727631,N,516
id1050886,2,2016/5/10 8:01,2016/5/10 8:08,1,-73.97837067,40.74832916,-73.99429321,40.74528122,N,402
id0040764,1,2016/5/10 8:01,2016/5/10 8:21,1,-73.97397614,40.75204468,-73.8710022,40.77406693,N,1181
id0212064,2,2016/5/10 8:02,2016/5/10 8:30,1,-73.95410156,40.78435135,-73.90022278,40.89305878,N,1723
id0026452,2,2016/5/10 8:02,2016/5/10 8:17,2,-74.00576019,40.74836349,-73.97712708,40.75606918,N,935
id3375388,2,2016/5/10 8:02,2016/5/10 8:24,1,-74.01519775,40.70934677,-73.99463654,40.75038528,N,1313
id3982845,2,2016/5/10 8:02,2016/5/10 8:12,1,-73.97902679,40.76199722,-73.98478699,40.74819183,N,620
id2052797,2,2016/5/10 8:02,2016/5/10 8:14,5,-73.95709229,40.77745819,-73.97470856,40.75331116,N,721
id1608036,2,2016/5/10 8:02,2016/5/10 8:16,2,-73.96569824,40.75854111,-73.98358917,40.74954987,N,825
id0218494,2,2016/5/10 8:03,2016/5/10 8:11,2,-73.98161316,40.77972031,-73.96994019,40.78968811,N,479
id2507071,2,2016/5/10 8:03,2016/5/10 8:09,1,-73.99652863,40.72531128,-73.99154663,40.73127747,N,369
id3083728,1,2016/5/10 8:03,2016/5/10 8:13,3,-73.96229553,40.776371,-73.95593262,40.78492355,N,605
id1137611,1,2016/5/10 8:03,2016/5/10 8:30,1,-73.87084961,40.77360153,-73.92796326,40.73671341,N,1640
id1822891,2,2016/5/10 8:04,2016/5/10 8:24,1,-73.95204163,40.77320862,-73.97116852,40.75138092,N,1201
id2804582,2,2016/5/10 8:04,2016/5/10 8:14,1,-73.97833252,40.7833252,-73.98907471,40.7732811,N,591
id0052296,2,2016/5/10 8:04,2016/5/10 8:18,2,-73.94528198,40.77398682,-73.97466278,40.75587082,N,797
id1922224,1,2016/5/10 8:05,2016/5/10 8:17,1,-73.99156189,40.7385788,-73.97270203,40.75857162,N,682
id3256679,2,2016/5/10 8:06,2016/5/10 8:16,1,-73.95629883,40.77558899,-73.94563293,40.77376175,N,593
id0436646,2,2016/5/10 8:06,2016/5/10 8:15,1,-73.98107147,40.7374115,-73.99963379,40.73271942,N,534
id0481355,1,2016/5/10 8:07,2016/5/10 8:31,1,-73.98685455,40.76114273,-74.01609039,40.71510315,N,1484
id2067121,1,2016/5/10 8:07,2016/5/10 9:07,1,-73.97969055,40.74954987,-74.17718506,40.69498062,N,3622
id0478221,2,2016/5/10 8:07,2016/5/10 8:17,2,-73.99162292,40.69596863,-74.01181793,40.7138176,N,599
id1722269,2,2016/5/10 8:07,2016/5/10 8:27,3,-73.95001221,40.78457642,-73.97473145,40.76221848,N,1167
id2061136,2,2016/5/10 8:07,2016/5/10 8:19,1,-73.9885025,40.74357224,-73.97779846,40.75805664,N,699
id0117875,1,2016/5/10 8:07,2016/5/10 8:18,1,-73.97631073,40.74868774,-73.98191071,40.75869751,N,639
id3008771,1,2016/5/10 8:08,2016/5/10 8:23,1,-73.98365784,40.72595596,-73.97509003,40.7506752,N,915
id1559876,2,2016/5/10 8:08,2016/5/10 8:15,1,-73.96607971,40.76791,-73.95597839,40.78203964,N,449
id0367225,1,2016/5/10 8:08,2016/5/10 8:13,1,-73.98851776,40.74913406,-73.9783783,40.7526207,N,332
id3041649,2,2016/5/10 8:08,2016/5/10 8:36,1,-73.98693085,40.76084518,-74.00545502,40.71224594,N,1723
id3861408,1,2016/5/10 8:08,2016/5/10 8:29,1,-73.97270203,40.79340363,-73.97373962,40.76437378,N,1255
id1055846,1,2016/5/10 8:08,2016/5/10 8:28,1,-73.95581818,40.78786087,-73.96530914,40.76573181,N,1173
id0080416,1,2016/5/10 8:08,2016/5/10 8:12,1,-73.95975494,40.77676773,-73.95573425,40.77912903,N,218
id1380492,2,2016/5/10 8:08,2016/5/10 8:18,1,-73.95709991,40.76633072,-73.9720459,40.75958633,N,605
id2726586,1,2016/5/10 8:08,2016/5/10 8:27,1,-73.97782898,40.75255203,-74.01158142,40.70314789,N,1130
id3835413,2,2016/5/10 8:08,2016/5/10 8:21,1,-73.98396301,40.7755394,-73.95507813,40.78762054,N,727
id2005715,2,2016/5/10 8:08,2016/5/10 8:21,6,-73.95198822,40.76953125,-73.96276093,40.75489807,N,742
id0549693,1,2016/5/10 8:09,2016/5/10 8:21,3,-74.00743866,40.71546173,-73.98524475,40.73418045,N,734
id3951827,2,2016/5/10 8:09,2016/5/10 8:22,5,-73.99053192,40.75616074,-73.97679138,40.75509262,N,799
id1836302,1,2016/5/10 8:09,2016/5/10 8:19,1,-73.97003937,40.78440475,-73.95858002,40.77550125,N,635
id1565288,1,2016/5/10 8:09,2016/5/10 8:16,1,-73.98395538,40.74035263,-73.97381592,40.75207901,N,399
id1119167,1,2016/5/10 8:09,2016/5/10 8:19,1,-74.00997162,40.72176743,-73.99718475,40.72229767,N,613
id3234908,1,2016/5/10 8:09,2016/5/10 8:14,1,-73.97917175,40.73116684,-73.9907074,40.73485565,N,295
id1212212,2,2016/5/10 8:10,2016/5/10 8:35,1,-73.99307251,40.76791763,-74.00502014,40.71980286,N,1477
id2321774,2,2016/5/10 8:10,2016/5/10 8:16,5,-73.98334503,40.7660141,-73.97538757,40.77687073,N,364
id2193415,2,2016/5/10 8:10,2016/5/10 8:23,1,-73.95657349,40.80093002,-73.96782684,40.78961945,N,763
id1047451,2,2016/5/10 8:11,2016/5/10 8:33,6,-73.97271729,40.74679947,-73.99237061,40.74951935,N,1358
id0768526,2,2016/5/10 8:11,2016/5/10 8:20,2,-73.95332336,40.76754761,-73.96611786,40.75302887,N,584
id1645961,2,2016/5/10 8:11,2016/5/10 8:24,6,-73.96138763,40.7610817,-73.97740173,40.75849915,N,781
id2281818,2,2016/5/10 8:11,2016/5/10 8:22,1,-73.99462891,40.76082611,-73.98843384,40.74850845,N,642
id2046164,2,2016/5/10 8:11,2016/5/10 8:20,2,-73.98930359,40.76824951,-73.98278046,40.75873947,N,498
id0445217,2,2016/5/10 8:12,2016/5/10 9:35,1,-73.98673248,40.76145935,-73.42703247,40.70462036,N,4982
id2193513,2,2016/5/10 8:12,2016/5/10 8:38,1,-73.98116302,40.75556564,-74.01358032,40.71531677,N,1524
id3925470,2,2016/5/10 8:12,2016/5/10 8:41,1,-74.00086975,40.72893906,-73.97434998,40.77830124,N,1746
id1060018,2,2016/5/10 8:12,2016/5/10 8:22,1,-73.96388245,40.80821991,-73.96453857,40.79204178,N,558
id1299559,1,2016/5/10 8:12,2016/5/10 8:35,1,-74.00836182,40.72179794,-73.97517395,40.7591095,N,1379
id0463065,1,2016/5/10 8:13,2016/5/10 8:21,1,-73.98543549,40.7360878,-73.98004913,40.75187683,N,462
id3234687,1,2016/5/10 8:13,2016/5/10 8:21,1,-73.99494934,40.74530411,-74.00644684,40.73167038,N,447
id0869337,2,2016/5/10 8:13,2016/5/10 8:20,1,-73.97460175,40.75572968,-73.9835434,40.76052856,N,378
id3812876,1,2016/5/10 8:14,2016/5/10 8:23,1,-73.97793579,40.77861404,-73.98471069,40.76922607,N,513
id1527313,1,2016/5/10 8:14,2016/5/10 8:20,1,-73.96322632,40.76654434,-73.95414734,40.77892303,N,332
id2059876,1,2016/5/10 8:14,2016/5/10 8:26,1,-73.99308014,40.72797012,-73.97544861,40.75428772,N,688
id3416525,1,2016/5/10 8:15,2016/5/10 8:24,1,-73.95932007,40.77701187,-73.9475174,40.78104401,N,532
id0344970,1,2016/5/10 8:15,2016/5/10 8:50,1,-73.95461273,40.7808342,-74.01361084,40.71537018,N,2108
id0643736,1,2016/5/10 8:15,2016/5/10 8:21,1,-73.98681641,40.73381042,-73.98534393,40.74142456,N,343
id2547325,2,2016/5/10 8:15,2016/5/10 9:07,5,-73.87104034,40.7738266,-73.97937012,40.76238632,N,3092
id0377412,2,2016/5/10 8:15,2016/5/10 8:30,1,-73.9775238,40.7494812,-73.97332001,40.75566101,N,881
id0034712,2,2016/5/10 8:15,2016/5/10 8:27,1,-73.96459198,40.76355362,-73.9834137,40.76200867,N,701
id3550516,2,2016/5/10 8:16,2016/5/10 8:36,1,-73.95379639,40.77074051,-73.98264313,40.76231003,N,1249
id0535696,1,2016/5/10 8:16,2016/5/10 8:27,1,-74.00269318,40.72875595,-73.98706055,40.75370789,N,671
id3707366,1,2016/5/10 8:16,2016/5/10 8:24,1,-73.99642181,40.73790741,-73.97931671,40.75287247,N,478
id1565377,2,2016/5/10 8:16,2016/5/10 8:41,2,-73.99040222,40.72947311,-73.94018555,40.79770279,N,1469
id2486573,2,2016/5/10 8:16,2016/5/10 8:33,1,-73.96555328,40.80709839,-73.97370148,40.78543091,N,1026
id1661912,2,2016/5/10 8:17,2016/5/10 8:19,3,-73.9912796,40.76042938,-73.98845673,40.76916122,N,157
id2540697,2,2016/5/10 8:17,2016/5/10 9:10,2,-73.98274994,40.7628212,-73.78333282,40.64377975,N,3188
id0109143,1,2016/5/10 8:17,2016/5/10 8:45,1,-73.95602417,40.78750992,-73.98151398,40.75284958,N,1665
id1789349,1,2016/5/10 8:17,2016/5/10 8:21,1,-73.99865723,40.75030899,-73.99493408,40.75614929,N,241
id0400286,1,2016/5/10 8:17,2016/5/10 8:27,1,-73.95651245,40.78315735,-73.96868896,40.7901268,N,612
id2022022,2,2016/5/10 8:17,2016/5/10 8:26,1,-73.98188019,40.73916245,-73.98812866,40.73778152,N,546
id3616617,1,2016/5/10 8:17,2016/5/10 8:30,1,-73.98394012,40.73766708,-74.00595856,40.72872925,N,772
id1558694,1,2016/5/10 8:17,2016/5/10 8:29,1,-73.99385071,40.74085236,-73.97506714,40.75521851,N,668
id2819778,1,2016/5/10 8:18,2016/5/10 8:38,1,-73.99472809,40.75020981,-73.96981812,40.76219559,N,1197
id3877151,1,2016/5/10 8:18,2016/5/10 8:34,1,-73.98316956,40.72258377,-74.0022049,40.74047089,N,958
id0397727,2,2016/5/10 8:18,2016/5/10 8:20,2,-73.99163055,40.74493027,-73.98429871,40.74319077,N,133
id1465148,1,2016/5/10 8:18,2016/5/10 8:32,1,-73.9973526,40.7367897,-73.99089813,40.75601578,N,828
id3556676,1,2016/5/10 8:18,2016/5/10 8:29,1,-74.01621246,40.71504974,-74.00622559,40.72570801,N,643
id1866907,1,2016/5/10 8:18,2016/5/10 8:34,1,-73.97160339,40.75480652,-73.98651123,40.75576019,N,911
id0560189,1,2016/5/10 8:19,2016/5/10 8:34,1,-73.97783661,40.73417664,-73.96943665,40.76365662,N,957
id3770330,2,2016/5/10 8:19,2016/5/10 8:41,1,-73.98561096,40.74415588,-73.9741745,40.77864838,N,1288
id0196343,2,2016/5/10 8:20,2016/5/10 8:40,1,-73.98638153,40.77217102,-73.97033691,40.75751114,N,1217
id0755319,2,2016/5/10 8:20,2016/5/10 8:33,5,-73.99093628,40.74530029,-73.97373962,40.75265121,N,814
id0267314,2,2016/5/10 8:21,2016/5/10 8:25,2,-73.95986176,40.76280975,-73.95668793,40.77067947,N,279
id0654134,2,2016/5/10 8:21,2016/5/10 8:44,1,-73.99144745,40.75011826,-73.96166992,40.77396011,N,1375
id0374033,1,2016/5/10 8:21,2016/5/10 8:32,1,-73.9859848,40.73521042,-74.00249481,40.71989059,N,641
id3199516,2,2016/5/10 8:22,2016/5/10 8:42,1,-73.99999237,40.76153183,-73.96392822,40.77698898,N,1218
id1425554,1,2016/5/10 8:22,2016/5/10 8:31,2,-73.94548035,40.77443314,-73.95476532,40.78499985,N,532
id0829841,2,2016/5/10 8:22,2016/5/10 8:50,6,-73.9750824,40.75569916,-73.86206055,40.76858139,N,1647
id0221722,1,2016/5/10 8:22,2016/5/10 9:10,1,-73.86320496,40.76974869,-73.97939301,40.75218964,N,2869
id1507077,1,2016/5/10 8:22,2016/5/10 8:25,1,-73.98571777,40.73538971,-73.97914886,40.74448013,N,151
id2564966,1,2016/5/10 8:22,2016/5/10 8:42,2,-73.97743225,40.73376846,-74.00892639,40.73344421,N,1184
id2951582,2,2016/5/10 8:22,2016/5/10 8:35,6,-73.98079681,40.78271103,-73.983284,40.75945663,N,781
id0385989,2,2016/5/10 8:23,2016/5/10 8:30,1,-74.00552368,40.7491188,-73.9910965,40.75283813,N,442
id2048893,1,2016/5/10 8:23,2016/5/10 8:31,2,-73.98479462,40.73642731,-73.97925568,40.75014877,N,502
id3888988,2,2016/5/10 8:23,2016/5/10 8:34,1,-73.98376465,40.73807144,-73.9821701,40.74995041,N,618
id2454898,1,2016/5/10 8:23,2016/5/10 8:33,1,-73.98247528,40.74855423,-73.97896576,40.75866318,N,545
id3228447,2,2016/5/10 8:24,2016/5/10 8:35,6,-73.96425629,40.75670242,-73.95588684,40.77035522,N,707
id0227202,1,2016/5/10 8:24,2016/5/10 8:31,1,-73.97696686,40.77693558,-73.97460175,40.76270676,N,437
id2458003,2,2016/5/10 8:24,2016/5/10 8:30,1,-73.94486237,40.7832489,-73.94486237,40.7832489,N,357
id2757930,2,2016/5/10 8:25,2016/5/10 8:28,1,-73.99247742,40.74949646,-73.98677826,40.74162292,N,222
id3173656,1,2016/5/10 8:25,2016/5/10 8:31,1,-73.98085785,40.76758575,-73.97164917,40.76376343,N,344
id2685868,1,2016/5/10 8:25,2016/5/10 8:40,1,-73.96234894,40.77916336,-73.97864532,40.76185608,N,911
id2188025,2,2016/5/10 8:25,2016/5/10 8:43,6,-73.97303772,40.76441956,-73.95173645,40.76615143,N,1085
id1025007,2,2016/5/10 8:25,2016/5/10 8:50,2,-73.96764374,40.8031311,-73.95481873,40.77742004,N,1467
id2220444,1,2016/5/10 8:25,2016/5/10 8:33,1,-74.00370026,40.72237015,-74.00814056,40.71643448,N,464
id0530973,2,2016/5/10 8:26,2016/5/10 8:33,1,-73.9497757,40.78053665,-73.95261383,40.78947067,N,428
id2338153,1,2016/5/10 8:26,2016/5/10 8:44,1,-73.96277618,40.75899887,-73.95275116,40.78927231,N,1077
id2405375,2,2016/5/10 8:26,2016/5/10 8:46,1,-73.9621582,40.77357101,-73.97857666,40.75093842,N,1220
id2155909,2,2016/5/10 8:26,2016/5/10 8:45,1,-73.94847107,40.77388,-73.96440125,40.75625992,N,1147
id3436914,1,2016/5/10 8:26,2016/5/10 8:28,1,-73.96244049,40.77059937,-73.95519257,40.76755524,N,126
id0045992,2,2016/5/10 8:26,2016/5/10 8:28,2,-73.97832489,40.75837708,-73.97921753,40.7624321,N,111
id0342591,1,2016/5/10 8:26,2016/5/10 9:22,1,-73.86321259,40.76992798,-74.01501465,40.71087265,N,3335
id1249286,2,2016/5/10 8:26,2016/5/10 8:36,1,-73.98166656,40.73255157,-73.97945404,40.74952316,N,557
id1291137,2,2016/5/10 8:27,2016/5/10 8:41,2,-73.97937012,40.76141357,-73.97964478,40.75352097,N,818
id3008341,2,2016/5/10 8:27,2016/5/10 8:45,1,-73.99019623,40.73215103,-73.98902893,40.75831985,N,1068
id2440466,1,2016/5/10 8:27,2016/5/10 8:47,1,-73.97672272,40.77522278,-73.94435883,40.77553558,N,1193
id2465415,1,2016/5/10 8:27,2016/5/10 8:35,2,-73.98672485,40.76275253,-73.98256683,40.77404785,N,460
id2571354,2,2016/5/10 8:28,2016/5/10 8:37,1,-73.96007538,40.76285172,-73.97022247,40.75977325,N,589
id0075467,2,2016/5/10 8:28,2016/5/10 8:40,1,-73.98173523,40.76554871,-73.98467255,40.75402069,N,719
id1802228,1,2016/5/10 8:28,2016/5/10 8:42,1,-73.97618866,40.74819946,-73.99578094,40.72677231,N,853
id3254761,2,2016/5/10 8:29,2016/5/10 8:53,1,-74.00393677,40.74756241,-73.97921753,40.76239395,N,1456
id3081298,1,2016/5/10 8:29,2016/5/10 8:33,1,-73.96331024,40.76593399,-73.95508575,40.7673378,N,228
id3212877,2,2016/5/10 8:29,2016/5/10 8:54,2,-73.99073792,40.75616074,-73.95762634,40.78258896,N,1521
id2690420,1,2016/5/10 8:29,2016/5/10 8:38,1,-73.95335388,40.78027344,-73.93798828,40.80462265,N,547
id0577513,1,2016/5/10 8:29,2016/5/10 8:37,1,-73.97647095,40.75388718,-73.98160553,40.76131058,N,496
id3775307,2,2016/5/10 8:29,2016/5/10 8:37,1,-73.98365021,40.77954865,-73.97959137,40.77284241,N,445
id0156681,2,2016/5/10 8:30,2016/5/10 8:38,1,-73.97476196,40.79322815,-73.98953247,40.77297974,N,488
id1257515,1,2016/5/10 8:30,2016/5/10 8:39,2,-73.99654388,40.69390869,-73.99828339,40.69446564,N,551
id1421658,1,2016/5/10 8:30,2016/5/10 8:48,1,-73.9548111,40.76950455,-73.97373962,40.75852966,N,1045
id0894969,1,2016/5/10 8:30,2016/5/10 8:44,1,-73.97427368,40.75404358,-73.98799133,40.74739456,N,799
id0913720,1,2016/5/10 8:31,2016/5/10 8:48,1,-73.97792816,40.75075531,-74.00434875,40.75025177,N,1010
id1713827,1,2016/5/10 8:32,2016/5/10 8:59,1,-73.95243835,40.76899338,-73.99562073,40.75488281,N,1642
id0361683,1,2016/5/10 8:32,2016/5/10 8:38,1,-74.00888062,40.71598816,-74.01351929,40.71535873,N,366
id1481752,2,2016/5/10 8:32,2016/5/10 8:53,1,-73.99120331,40.77027512,-74.00997162,40.72103882,N,1304
id1230584,1,2016/5/10 8:32,2016/5/10 8:38,1,-74.00762939,40.72580338,-73.99843597,40.73549271,N,348
id0873251,2,2016/5/10 8:32,2016/5/10 8:54,1,-73.94966888,40.77262115,-73.97978973,40.74914169,N,1321
id0833315,1,2016/5/10 8:32,2016/5/10 9:05,1,-73.86476898,40.76713943,-73.93945313,40.75073242,N,1968
id3118331,2,2016/5/10 8:32,2016/5/10 8:37,5,-73.9622345,40.75673294,-73.97190094,40.75714874,N,288
id1748607,1,2016/5/10 8:32,2016/5/10 8:52,1,-73.95223999,40.78408051,-73.95394897,40.76678085,N,1188
id1040748,1,2016/5/10 8:33,2016/5/10 9:14,1,-73.96148682,40.76271439,-74.00476074,40.75126266,N,2472
id1254735,2,2016/5/10 8:33,2016/5/10 9:09,5,-73.9924469,40.69430161,-73.98713684,40.75534058,N,2184
id0950012,2,2016/5/10 8:33,2016/5/10 8:40,2,-73.98226929,40.77497101,-73.9881897,40.76472092,N,463
id2821463,2,2016/5/10 8:33,2016/5/10 8:37,1,-73.97166443,40.787323,-73.97409821,40.79150391,N,229
id0503812,2,2016/5/10 8:33,2016/5/10 8:56,1,-73.96676636,40.75725555,-73.9906311,40.74547195,N,1342
id3795036,1,2016/5/10 8:33,2016/5/10 8:38,1,-74.00907898,40.72603226,-74.01437378,40.7154007,N,275
id1811293,1,2016/5/10 8:34,2016/5/10 8:40,1,-73.99714661,40.7421875,-73.99434662,40.75261688,N,407
id1719991,1,2016/5/10 8:34,2016/5/10 8:49,1,-73.98065948,40.73403931,-73.97999573,40.75180817,N,922
id3165139,2,2016/5/10 8:34,2016/5/10 8:46,1,-73.96605682,40.7582283,-73.95401001,40.78139114,N,722
id1955991,2,2016/5/10 8:34,2016/5/10 8:53,6,-73.99902344,40.74026108,-73.97102356,40.75923157,N,1095
id0698907,2,2016/5/10 8:34,2016/5/10 8:44,4,-73.95162964,40.82498932,-73.96893311,40.79587936,N,594
id2649139,2,2016/5/10 8:34,2016/5/10 8:46,2,-73.99076843,40.74573898,-73.98039246,40.73868942,N,676
id1062200,2,2016/5/10 8:35,2016/5/10 8:42,1,-73.99178314,40.74510574,-73.98350525,40.75345612,N,421
id1212442,2,2016/5/10 8:35,2016/5/10 8:45,1,-73.9956665,40.72705078,-74.00971985,40.72148132,N,618
id2295362,1,2016/5/10 8:35,2016/5/10 8:56,1,-73.954422,40.78826904,-73.97016144,40.76817322,N,1258
id1434162,2,2016/5/10 8:35,2016/5/10 8:48,3,-73.97951508,40.76703644,-73.97375488,40.75463867,N,755
id2318020,2,2016/5/10 8:35,2016/5/10 9:09,2,-73.95806122,40.77613831,-74.01036835,40.71859741,N,2058
id2255296,1,2016/5/10 8:35,2016/5/10 8:59,3,-73.98818207,40.7379837,-73.97945404,40.746315,N,1433
id2554341,1,2016/5/10 8:36,2016/5/10 8:53,1,-73.97745514,40.78702545,-73.94730377,40.80608749,N,1063
id3779154,1,2016/5/10 8:36,2016/5/10 8:55,1,-73.97928619,40.77703857,-73.95600128,40.76795959,N,1168
id1549909,1,2016/5/10 8:36,2016/5/10 8:59,1,-73.95293427,40.78635788,-73.92281342,40.8264389,N,1390
id1227846,1,2016/5/10 8:36,2016/5/10 8:48,1,-73.99136353,40.76026535,-73.96244049,40.81063843,Y,698
id2378743,2,2016/5/10 8:36,2016/5/10 8:42,2,-73.99162292,40.74819183,-73.99053955,40.73957062,N,343
id2025202,2,2016/5/10 8:37,2016/5/10 8:46,3,-73.96802521,40.80186844,-73.98069,40.7799263,N,546
id0925385,1,2016/5/10 8:37,2016/5/10 8:48,1,-73.97241211,40.749897,-73.95618439,40.76358032,N,699
id0740638,1,2016/5/10 8:37,2016/5/10 8:43,1,-73.99118042,40.74552155,-73.98743439,40.75390244,N,380
id1856777,2,2016/5/10 8:38,2016/5/10 8:57,1,-73.95762634,40.78210831,-73.97042847,40.76475906,N,1093
id1569373,1,2016/5/10 8:39,2016/5/10 8:47,1,-73.98122406,40.74757767,-73.99520874,40.73671722,N,491
id1003086,2,2016/5/10 8:39,2016/5/10 8:45,6,-73.95641327,40.80567169,-73.96498108,40.80667114,N,344
id0350464,2,2016/5/10 8:39,2016/5/10 8:47,1,-73.95844269,40.76042938,-73.97132874,40.75799179,N,464
id1428986,2,2016/5/10 8:39,2016/5/10 8:53,1,-73.93515778,40.79642868,-73.92861938,40.86571884,N,813
id3235598,1,2016/5/10 8:40,2016/5/10 9:03,1,-73.95543671,40.78562546,-73.98748779,40.77040482,N,1382
id0197795,1,2016/5/10 8:40,2016/5/10 8:55,1,-73.98092651,40.74768448,-73.98098755,40.75939178,N,903
id3365584,2,2016/5/10 8:40,2016/5/10 9:04,1,-73.91474915,40.74620819,-73.97183228,40.76541138,N,1445
id2929314,1,2016/5/10 8:40,2016/5/10 9:12,1,-74.00431061,40.74792862,-73.9879837,40.77489471,N,1953
id2623215,2,2016/5/10 8:40,2016/5/10 9:13,1,-73.94698334,40.78025818,-73.98889923,40.75124741,N,1975
id3391728,2,2016/5/10 8:40,2016/5/10 9:46,2,-73.8707428,40.77365875,-73.97157288,40.69651031,N,3953
id1431344,2,2016/5/10 8:40,2016/5/10 8:47,2,-73.99693298,40.74732971,-73.99120331,40.75508118,N,378
id1543619,1,2016/5/10 8:41,2016/5/10 8:46,1,-73.98823547,40.73801422,-73.98149109,40.74654388,N,299
id2233466,2,2016/5/10 8:41,2016/5/10 8:50,5,-73.99028015,40.76573181,-73.9803772,40.76189041,N,549
id1782911,2,2016/5/10 8:41,2016/5/10 8:49,1,-73.94999695,40.77219009,-73.95259094,40.78942108,N,516
id1535659,2,2016/5/10 8:41,2016/5/10 9:01,5,-73.99240875,40.76004028,-74.00660706,40.72714996,N,1210
id0130191,1,2016/5/10 8:41,2016/5/10 9:15,1,-73.95433807,40.76412582,-74.00119019,40.73648453,N,2053
id0516817,2,2016/5/10 8:41,2016/5/10 8:48,1,-73.98152924,40.73706818,-73.99513245,40.74396133,N,412
id2278295,1,2016/5/10 8:41,2016/5/10 8:57,1,-73.96616364,40.75897598,-73.98288727,40.74202728,N,957
id3346625,1,2016/5/10 8:41,2016/5/10 8:56,1,-73.97986603,40.77093506,-73.96773529,40.76302338,N,866
id1790533,2,2016/5/10 8:41,2016/5/10 9:24,5,-73.8638382,40.76999664,-73.99423981,40.75650024,N,2573
id1247653,2,2016/5/10 8:41,2016/5/10 8:47,1,-73.97638702,40.76567078,-73.96582031,40.76376724,N,343
id1051438,1,2016/5/10 8:42,2016/5/10 8:59,1,-73.97293854,40.793396,-73.97653198,40.7652092,N,990
id0538491,1,2016/5/10 8:42,2016/5/10 8:49,1,-73.99003601,40.75722504,-73.98187256,40.7605896,N,398
id2469821,2,2016/5/10 8:43,2016/5/10 8:45,1,-73.9710083,40.76174164,-73.97009277,40.7630806,N,113
